"CaseNr","Subject","Partner","Reconci","Affilia","Support","ConfInt","ConfDur","Context","RankDif","Latency","PartSex","RconDur","RenewAg","IniCnfl","IniReco","TimToRA"
502,"Marg","Ant",1,"Strong","yes","NonPhys","1","Other","l",53,"Male","1054,0",0,"Partner","beide",NA
503,"Deb","Mel",1,"Strong","no","NonPhys","1","Other","l",1,"Female","663,0",0,"Subject","Subject",NA
504,"Bet","Stev",0,"Average","no","NonPhys","1","Other","l",NA,"Male",NA,0,"Partner","None",NA
505,"Bet","Step",0,"Average","no","NonPhys","1","Other","l",NA,"Male",NA,1,"Partner","None",159
506,"Bet","Pau",0,"Weak","no","NonPhys","1","Other","m",NA,"Female",NA,1,"Subject","None",371
507,"Bet","Step",1,"Weak","no","NonPhys","1","Other","l",1,"Male","1,0",0,"Partner","Subject",NA
508,"Bet","Pau",1,"Weak","no","NonPhys","2","Other","m",20,"Female","397,0",0,"Subject","Partner",NA
509,"Bet","Dav",0,"Weak","no","NonPhys","1","Other","l",NA,"Female",NA,0,"Subject","None",NA
510,"Lis","Bri",0,"Average","no","NonPhys","1","Other","l",NA,"Female",NA,0,"Subject","None",NA
511,"Deb","Ama",0,"Average","no","NonPhys","16","Other","l",NA,"Male",NA,0,"Partner","None",NA
512,"Deb","Bri",0,"Weak","no","NonPhys","1","Other","m",NA,"Female",NA,0,"Subject","None",NA
513,"Deb","Mel",1,"Strong","no","NonPhys","7","Other","l",97,"Female","10,0",0,"Subject","Subject",NA
514,"Deb","Lin",0,"Weak","no","NonPhys","1","Sex","s",NA,"Female",NA,0,"Partner","None",NA
515,"Lis","Ama",1,"Strong","yes","NonPhys","1","Sex","l",410,"Male","410,0",0,"Partner","Subject",NA
516,"Lis","Ant",0,"Average","no","NonPhys","1","Other","l",NA,"Male",NA,0,"Partner","None",NA
517,"Ash","Ama",0,"Average","no","NonPhys","1","Other","l",NA,"Male",NA,0,"Partner","None",NA
518,"Ash","Lin",0,"Weak","no","NonPhys","1","Other","l",NA,"Female",NA,1,"Partner","None",336
519,"Ash","Lin",0,"Weak","no","NonPhys","1","Sex","l",NA,"Female",NA,0,"Partner","None",NA
520,"Marg","Mat",0,"Strong","yes","NonPhys","3","Other","l",NA,"Male",NA,0,"Partner","None",NA
521,"Marg","Cha",0,"Weak","no","NonPhys","4","Other","l",NA,"Female",NA,0,"Partner","None",NA
522,"Lis","Wil",1,"Average","no","NonPhys","1","Other","m",3,NA,"432,0",0,"Subject","Subject",NA
523,"Lis","Ant",0,"Average","no","NonPhys","1","Other","l",NA,"Male",NA,0,"Partner","None",NA
524,"Lis","DonM",1,"Average","no","NonPhys","1","Other","l",1,"Male","145,0",0,"Partner","Partner",NA
525,"Emi","Mel",1,"Strong","no","NonPhys","1","Other","l",63,"Female","132,0",1,"Subject","Subject",1588
526,"Emi","Cha",0,"Average","no","NonPhys","30","Other","l",NA,"Female",NA,0,"Subject","None",NA
527,"Emi","Mel",0,"Strong","no","NonPhys","3","Other","l",NA,"Female",NA,0,"Subject","None",NA
528,"Mary","Lin",0,"Average","no","NonPhys","1","Other","m",NA,"Female",NA,0,"Partner","None",NA
529,"Mary","Mark",0,"Strong","yes","NonPhys","1","Other","l",NA,"Male",NA,0,"Partner","None",NA
530,"Mary","Dan",1,"Average","yes","NonPhys","290","Other","l",271,"Male","1,0",1,"Partner","Partner",294
531,"Mary","Dan",0,"Average","yes","NonPhys","1","Other","l",NA,"M",NA,0,"Partner","None",NA
532,"Mary","Mel",0,"Average","yes","NonPhys","1","Other","l",NA,"Female",NA,0,"Subject","None",NA
533,"Deb","Sar",1,"Strong","no","NonPhys","1","Sex","l",249,"Male","17,0",0,"Partner","beide",NA
534,"Marg","Joh",1,"Strong","no","Physical","23","Other","m",1,"Female","153,0",0,"Partner","beide",NA
535,"Marg","San",0,"Average","n","NonPhys","41","Other","s",NA,"Female",NA,0,"Partner","None",NA
536,"Marg","Kar",0,"Weak","no","NonPhys","1","Other","s",NA,"Female",NA,0,"Subject","None",NA
537,"Marg","Step",0,"Average","no","NonPhys","32","Other","l",NA,"Male",NA,0,"Partner","None",NA
538,"Ash","Kar",1,"Average","yes","NonPhys","2","Other","m",21,"Female","2,0",1,"Partner","beide",202
539,"Ash","Kar",1,"Average","yes","NonPhys","2","Other","m",1,"Female","34,0",1,"Partner","Partner",159
540,"Ash","Kar",1,"Average","yes","NonPhys","1","Other","m",2,"Female","48,0",0,"Partner","Subject",NA
541,"Ash","Chr",0,"Weak","no","NonPhys","1","Sex","l",NA,"Female",NA,1,"Partner","None",122
542,"Ash","Chr",0,"Weak","no","NonPhys","1","Sex","l",NA,"Female",NA,0,"Partner","None",NA
543,"Ash","Nan",0,"Weak","no","NonPhys","1","Other","s",NA,"Female",NA,0,"Subject","None",NA
544,"Lis","Bri",0,"Average","no","NonPhys","3","Other","l",NA,"Female",NA,0,"Subject","None",NA
545,"Deb","Mic",0,"Weak","no","NonPhys","1","Other","s",NA,"Female",NA,0,"Subject","None",NA
546,"Deb","Joh",0,"Average","yes","NonPhys","1","Other","m",NA,"Female",NA,0,"Subject","None",NA
547,"Deb","Pau",1,"Average","yes","NonPhys","2","Other","m",9,"Female","3,0",0,"Subject","Subject",NA
548,"Bet","Pau",1,"Weak","no","NonPhys","1","Other","m",4,"Female","266,0",0,"Subject","Partner",NA
549,"Bet","Mic",1,"Weak","no","NonPhys","5","Other","s",0,"Female","192,0",0,"Subject","beide",NA
550,"Eli","San",0,"Weak","no","NonPhys","69","Other","m",NA,"Female",NA,0,"Partner","None",NA
551,"Eli","Mel",0,"Average","no","NonPhys","1","Other","l",NA,"Female",NA,0,"Subject","None",NA
552,"Lis","DonM",1,"Average","no","Physical","1","Other","l",9,"Male","173,0",0,"Partner","Partner",NA
553,"Mary","Jen",0,"Weak","no","NonPhys","1","Other","s",NA,"Female",NA,1,"Partner","None",256
554,"Mary","Jen",0,"Weak","no","NonPhys","7","Other","s",NA,"Female",NA,0,"beide","None",NA
555,"Mary","Step",0,"Strong","no","NonPhys","1","Other","l",NA,"Male",NA,0,"Partner","None",NA
556,"Mary","Ant",0,"Average","no","NonPhys","1","Other","l",NA,"Male",NA,0,"Partner","None",NA
557,"Mary","DonF",0,"Average","no","NonPhys","1","Other","l",NA,"Male",NA,0,"Partner","None",NA
558,"Mary","Sar",0,"Strong","yes","NonPhys","8","Other","l",NA,"Male",NA,0,"Partner","None",NA
559,"Mary","Pau",0,"Average","yes","NonPhys","2","Other","s",NA,"Female",NA,0,"Partner","None",NA
560,"Mary","Car",0,"Strong","y","NonPhys","1","Other","m",NA,"Female",NA,0,"Partner","None",NA
561,"Mary","Tho",1,"Average","no","NonPhys","1","Other","l",1,"Male","50,0",0,"Partner","Partner",NA
562,"Lis","Mel",1,"Strong","no","Physical","7","Other","l",1,"Female","8,0",0,"Subject","Subject",NA
563,"Lis","Bri",1,"Average","no","NonPhys","1","Sex","l",27,"Female","2,0",0,"Subject","Subject",NA
564,"Emi","Wil",1,"Average","no","NonPhys","1","Other","s",3,"Female","6,0",0,"Partner","Partner",NA
565,"Emi","Wil",1,"Average","no","NonPhys","4","Other","s",1,"Female","33,0",0,"Partner","Partner",NA
566,"Emi","Ron",1,"Strong","no","NonPhys","5","Other","l",11,"Male","56,0",0,"Partner","Partner",NA
567,"Eli","And",1,"Weak","n","NonPhys","3","Other","l",1,"Female","24,0",1,"Subject","Partner",222
568,"Eli","And",1,"Weak","no","NonPhys","4","Other","l",2,"Female","21,0",0,"Subject","Subject",NA
569,"Mary","Ant",0,"Average","no","NonPhys","1","Other","l",NA,"Male",NA,0,"Partner","None",NA
570,"Marg","Ron",0,"Average","yes","NonPhys","6","Other","l",NA,"Male",NA,0,"Partner","None",NA
571,"Marg","Mel",0,"Average","no","NonPhys","72","Other","l",NA,"Female",NA,0,"Subject","None",NA
572,"Ash","And",1,"Strong","yes","NonPhys","1","Other","s",2,"Female","5,0",0,"Partner","Partner",NA
573,"Emi","Dav",0,"Strong","no","NonPhys","5","Other","m",NA,"Female",NA,1,"Subject","None",79
574,"Emi","Mark",0,"Weak","yes","NonPhys","1","Sex","l",NA,"Male",NA,0,"Partner","None",NA
575,"Emi","Dav",0,"Strong ","no","NonPhys","1","Other","m",NA,"Female",NA,1,"Subject","None",425
576,"Emi","Dav",0,"Strong","no","NonPhys","2","Other","m",NA,"Female",NA,0,"Subject","None",NA
577,"Emi","Mat",0,"Average","yes","NonPhys","1","Other","l",NA,"Male",NA,0,"Partner","None",NA
578,"Deb","Pat",0,"Weak","no","NonPhys","1","Other","s",NA,"F",NA,0,"Partner","None",NA
579,"Deb","Tim",1,"Strong","no","NonPhys","1","Other","l",15,"Female","171,0",0,"Subject","Partner",NA
580,"Ash","And",1,"Strong","yes","NonPhys","1","Other","s",1,"Female","12,0",0,"Partner","Partner",NA
581,"Mary","Lin",0,"Average","no","NonPhys","1","Other","m",NA,"Female",NA,0,"Partner","None",NA
582,"Mary","Ken",0,"Weak","no","NonPhys","1","Other","l",NA,"Male",NA,1,"Partner","None",330
583,"Mary","Ken",0,"Weak","no","NonPhys","2","Other","l",NA,"Male",NA,0,"Partner","None",NA
584,"Bet","Pau",1,"Weak","no","NonPhys","2","Other","m",1,"Female","3,0",0,"Subject","Partner",NA
585,"Bet","Tim",1,"Weak ","no","Physical","2","Other","l",1,"Female","8,0",0,"Subject","Subject",NA
586,"Bet","Joh",0,"Average","no","NonPhys","1","Other","m",NA,"Female",NA,0,"Subject","None",NA
587,"Emi","Ama",0,"Strong","no","NonPhys","8","Other","l",NA,"Male",NA,0,"Partner","None",NA
588,"Eli","Step",0,"Average","no","NonPhys","3","Other","l",NA,"Male",NA,0,"Partner","None",NA
589,"Lis","Wil",0,"Average","no","NonPhys","4","Other","m",NA,"Female",NA,0,"Subject","None",NA
590,"Deb","Joh",0,"Average","yes","NonPhys","1","Food","m",NA,"Female",NA,1,"Subject","None",517
591,"Deb","Pat",0,"Weak","no","NonPhys","1","Other","s",NA,"Female",NA,0,"Partner","None",NA
592,"Deb","Joh",0,"Average","yes","NonPhys","1","Other","m",NA,"Female",NA,0,"Subject","None",NA
593,"Bet","Nan",0,"Weak","no","NonPhys","1","Other","l",NA,"Female",NA,0,"Subject","None",NA
594,"Eli","Mic",0,"Strong","no","NonPhys","67","Other","s",NA,"Female",NA,0,"Partner","None",NA
595,"Mary","Joh",0,"Average","no","NonPhys","5","Other","s",NA,"Female",NA,0,"Subject","None",NA
596,"Ash","DonF",0,"Average","yes","NonPhys","5","Other","l",NA,"Male",NA,0,"Partner","None",NA
597,"Emi","Dan",1,"Average","no","NonPhys","1","Other","l",1,"Male","1,0",0,"Partner","Partner",NA
598,"Eli","Stev",0,"Weak","no","NonPhys","1","Other","l",NA,"M",NA,0,"Partner","None",NA
599,"Deb","Tim",1,"Strong","no","NonPhys","1","Other","l",1,"Female","187,0",0,"Subject","Subject",NA
600,"Deb","Car",0,"Strong","no","NonPhys","19","Food","m",NA,"Female",NA,0,"Partner","None",NA
601,"Marg","Ken",0,"Strong","no","NonPhys","1","Other","l",NA,"Male",NA,0,"Partner","None",NA
602,"Marg","Kim",0,"Weak","no","NonPhys","1","Other","l",NA,"Female",NA,0,"Subject","None",NA
603,"Emi","Car",0,"Strong","no","NonPhys","1","Other","l",NA,"Female",NA,1,"Partner","None",808
604,"Emi","Car",0,"Strong","no","NonPhys","125","Other","l",NA,"Female",NA,0,"Partner","None",NA
605,"Ash","And",0,"Strong","yes","NonPhys","2","Other","s",NA,"Female",NA,0,"Partner","None",NA
606,"Ash","Kar",1,"Average ","yes","NonPhys","1","Other","m",2,"Female","2,0",0,"Partner","Subject",NA
607,"Ash","Car",0,"Weak","no","NonPhys","2","Other","l",NA,"Female",NA,0,"Partner","None",NA
608,"Mary","Kev",0,"Average","yes","NonPhys","1","Other","l",NA,"Male",NA,0,"Partner","None",NA
609,"Marg","DonF",0,"Average","no","NonPhys","1","Other","l",NA,"Male",NA,0,"Partner","None",NA
610,"Bet","Joh",0,"Average","no","NonPhys","2","Other","m",NA,"Female",NA,0,"Subject","None",NA
611,"Deb","Pat",0,"Weak","no","NonPhys","1","Other","s",NA,"Female",NA,0,"Partner","None",NA
612,"Mary","Lin",0,"Average","no","NonPhys","2","Sex","m",NA,"Female",NA,0,"Partner","None",NA
613,"Mary","Dan",0,"Average","yes","NonPhys","1","Other","l",NA,"Male",NA,0,"Partner","None",NA
614,"Mary","Car",1,"Strong","yes","NonPhys","1","Other","m",1,"Female","13,0",0,"Partner","Subject",NA
615,"Mary","Car",0,"Strong","yes","NonPhys","23","Food","m",NA,"Female",NA,0,"Partner","None",NA
616,"Mary","Sar",1,"Strong","yes","NonPhys","1","Other","l",13,"Male","244,0",0,"Partner","beide",NA
617,"Deb","Ric",0,"Weak","no","NonPhys","1","Other","l",NA,"Female",NA,0,"Subject","None",NA
618,"Marg","Mic",1,"Average","n","NonPhys","3","Sex","m",301,"F","10,0",0,"Partner","Partner",NA
619,"Marg","Ama",1,"Strong","no","NonPhys","3","Sex","l",57,"Male","2,0",1,"Partner","Partner",1316
620,"Marg","Bar",1,"Average","no","NonPhys","1","Other","l",1,"Male","30,0",0,"Partner","beide",NA
621,"Marg","DonF",1,"Average","no","Physical","55","Other","l",2,"Male","3,0",0,"Partner","Partner",NA
622,"Marg","Ama",1,"Strong","no","Physical","87","Other","l",158,"Male","36,0",0,"Partner","beide",NA
623,"Marg","DonF",1,"Average","no","NonPhys","1","Other","l",46,"Male","14,0",1,"Partner","Partner",133
624,"Marg","DonF",0,"Average","no","NonPhys","1","Sex","l",NA,"Male",NA,0,"Partner","None",NA
625,"Marg","Ant",0,"Strong","yes","NonPhys","1","Sex","l",NA,"Male",NA,0,"Partner","None",NA
626,"Marg","Bri",0,"Strong","no","NonPhys","9","Sex","s",NA,"Female",NA,0,"Partner","None",NA
627,"Emi","Tim",0,"Average","no","NonPhys","156","Other","l",NA,"Female",NA,0,"Subject","None",NA
628,"Ash","Mic",0,"Weak","no","NonPhys","16","Other","l",NA,"Female",NA,0,"Subject","None",NA
629,"Mary","Dav",0,"Average","yes","NonPhys","2","Other","m",NA,"Female",NA,1,"Subject","None",470
630,"Mary","Dav",0,"Average","yes","NonPhys","1","Other","m",NA,"Female",NA,0,"Subject","None",NA
631,"Mary","Step",1,"Strong","no","NonPhys","1","Other","l",1,"Male","1,0",0,"Partner","beide",NA
632,"Mary","Cha",0,"Weak","no","NonPhys","64","Other","l",NA,"Female",NA,0,"Partner","None",NA
633,"Mary","Joh",0,"Average","no","NonPhys","2","Other","s",NA,"Female",NA,0,"Subject","None",NA
634,"Mary","DonF",0,"Average","no","NonPhys","6","Other","l",NA,NA,NA,0,"Partner","None",NA
635,"Emi","Wil",1,"Average","no","NonPhys","96","Other","s",1,"Female","6,0",0,"Partner","Partner",NA
636,"Emi","And",1,"Strong","yes","NonPhys","1","Other","m",1,"Female","1,0",1,"Subject","Subject",322
637,"Emi","And",1,"Strong","yes","Physical","1","Other","m",0,"Female","28,0",0,"Subject","Subject",NA
638,"Bet","Tim",1,"Weak","no","NonPhys","2","Other","l",47,"Female","24,0",0,"Subject","Subject",NA
639,"Marg","Nan",0,"Weak","no","NonPhys","3","Other","l",NA,"Female",NA,0,"Subject","None",NA
640,"Marg","Mel",1,"Average","no","NonPhys","604","Other","l",38,"Female","37,0",0,"Subject","Subject",NA
641,"Marg","DonF",0,"Average","no","NonPhys","2","Sex","l",NA,"Male",NA,0,"Partner","None",NA
642,"Marg","Jen",0,"Weak","no","NonPhys","43","Other","m",NA,"Female",NA,0,"Partner","None",NA
643,"Marg","Joh",1,"Strong","no","NonPhys","6","Other","m",11,"Female","66,0",0,"Subject","Subject",NA
644,"Ash","Cha",0,"Average","no","NonPhys","3","Other","s",NA,"Female",NA,1,"Subject","None",390
645,"Ash","Cha",0,"Average","no","NonPhys","1","Sex","s",NA,"Female",NA,0,"Subject","None",NA
646,"Bet","Dan",0,"Average","no","NonPhys","4","Other","l",NA,"Male",NA,0,"Partner","None",NA
647,"Emi","Ama",0,"Strong","no","NonPhys","122","Other","l",NA,"Male",NA,0,"Partner","None",NA
648,"Emi","DonM",0,"Average","no","NonPhys","2","Other","l",NA,"Male",NA,0,"Partner","None",NA
649,"Emi","Step",1,"Weak","no","Physical","3","Other","l",69,"Male","11,0",0,"Partner","Subject",NA
650,"Mary","Joh",1,"Average","no","NonPhys","1","Other","s",1,"Female","2,0",1,"Subject","Subject",21
651,"Mary","Joh",0,"Average","no","NonPhys","2","Other","s",NA,"Female",NA,0,"Subject","None",NA
652,"Mary","Ama",1,"Weak","no","NonPhys","1","Other","l",567,"Male","24,0",0,"Partner","Partner",NA
653,"Mary","Lin",0,"Average","no","NonPhys","1","Other","m",NA,"Female",NA,0,"Partner","None",NA
654,"Mary","Stev",0,"Strong","no","NonPhys","2","Other","l",NA,"Male",NA,0,"Partner","None",NA
655,"Lis","Wil",1,"Average","no","NonPhys","2","Other","m",1,"F","1,0",0,"Subject","beide",NA
656,"Marg","San",0,"Average","n","NonPhys","2","Other","s",NA,"Female",NA,0,"Subject","None",NA
657,"Marg","Car",1,"Average","no","NonPhys","1","Other","l",2,"Female","69,0",0,"Partner","beide",NA
658,"Mary","Ama",1,"Weak","no","NonPhys","2","Other","l",293,"Male","11,0",0,"Partner","Subject",NA
659,"Mary","Tim",0,"Strong","no","NonPhys","1","Other","l",NA,"Female",NA,0,"Subject","None",NA
660,"Emi","Car",1,"Strong","no","NonPhys","5","Other","l",33,"Female","408,0",0,"Partner","Subject",NA
661,"Lis","Mat",1,"Strong","no","Physical","1","Other","l",1,"Male","22,0",0,"Partner","Partner",NA
662,"Eli","Josh",0,"Strong","no","NonPhys","1","Other","l",NA,"Male",NA,0,"Partner","None",NA
663,"Ash","And",1,"Strong","yes","NonPhys","1","Other","s",211,"Female","15,0",1,"Partner","Partner",921
664,"Ash","Cha",0,"Average","no","NonPhys","2","Other","s",NA,"Female",NA,1,"Subject","None",780
665,"Ash","And",1,"Strong","yes","NonPhys","1","Other","s",1,"Female","37,0",0,"Partner","Partner",NA
666,"Ash","Cha",0,"Average","no","NonPhys","1","Other","s",NA,"Female",NA,0,"Subject","None",NA
667,"Mary","DonM",1,"Average","y","NonPhys","1","Other","l",1,"Male","19,0",0,"Partner","Subject",NA
668,"Mary","Tim",0,"Strong","no","NonPhys","1","Other","l",NA,"Female",NA,0,"Subject","None",NA
669,"Ash","Mic",0,"Weak","no","NonPhys","3","Other","l",NA,"Female",NA,0,"Partner","None",NA
670,"Bet","Mel",1,"Weak","no","NonPhys","1","Other","l",1,"Female","130,0",0,"Subject","Subject",NA
671,"Emi","Dav",1,"Strong","no","NonPhys","3","Sex","m",62,"Female","309,0",0,"Subject","Partner",NA
672,"Ash","Nan",0,"Weak","no","NonPhys","8","Other","s",NA,"Female",NA,0,"Subject","None",NA
673,"Bet","Mic",1,"Weak","no","NonPhys","4","Other","s",2,"Female","2,0",1,"Subject","Partner",46
674,"Bet","Mic",1,"Weak","no","NonPhys","2","Other","s",3,"Female","6,0",1,"Subject","Partner",219
675,"Bet","Mic",1,"Weak","no","NonPhys","9","Other","s",3,"Female","45,0",0,"Subject","Partner",NA
676,"Lis","Mic",0,"Average","no","NonPhys","1","Food","m",NA,"Female",NA,0,"Subject","None",NA
677,"Lis","Jen",0,"Weak","no","NonPhys","1","Other","m",NA,"Female",NA,0,"Subject","None",NA
678,"Lis","Dan",1,"Average","no","NonPhys","1","Other","l",1,"Male","66,0",0,"Partner","Partner",NA
679,"Marg","Wil",0,"Average","no","NonPhys","1","Sex","m",NA,"Female",NA,0,"Partner","None",NA
680,"Mary","Car",0,"Strong","yes","NonPhys","6","Other","m",NA,"Female",NA,0,"Partner","None",NA
681,"Mary","Mat",1,"Strong","yes","NonPhys","13","Other","l",140,"Male","32,0",0,"Subject","Subject",NA
682,"Deb","Kim",0,"Average","yes","NonPhys","1","Other","l",NA,"Female",NA,0,"beide","None",NA
683,"Marg","Mat",1,"Strong","yes","NonPhys","1","Other","l",1,"Male","7,0",0,"Partner","Partner",NA
684,"Marg","Ron",1,"Average","yes","NonPhys","7","Sex","l",52,"Male","47,0",0,"Partner","Subject",NA
685,"Marg","Ric",0,"Weak","no","Physical","13","Sex","l",NA,"Female",NA,0,"Partner","None",NA
686,"Emi","Step",0,"Weak","no","NonPhys","13","Other","l",NA,"Male",NA,0,"Partner","None",NA
687,"Deb","Mic",0,"Weak","no","NonPhys","1","Other","s",NA,"Female",NA,0,"Subject","None",NA
688,"Lis","Kev",1,"Strong","yes","NonPhys","1","Food","l",67,"Male","158,0",0,"Partner","Subject",NA
689,"Deb","Bri",0,"Weak","no","NonPhys","1","Other","m",NA,"Female",NA,0,"Subject","None",NA
690,"Deb","Dav",0,"Average","no","NonPhys","1","Other","l",NA,"Female",NA,0,"Subject","None",NA
691,"Marg","Mark",1,"Average","no","NonPhys","1","Sex","l",14,"Male","21,0",1,"Partner","Subject",267
692,"Marg","Mark",1,"Average","no","NonPhys","1","Other","l",1,"Male","62,0",1,"Partner","Partner",89
693,"Marg","Mark",1,"Average","no","NonPhys","1","Other","l",1,"Male","3,0",0,"Partner","Partner",NA
694,"Marg","Ama",0,"Strong","no","NonPhys","129","Other","l",NA,"Male",NA,0,"Partner","None",NA
695,"Marg","Nan",0,"Weak","no","NonPhys","2","Sex","l",NA,"Female",NA,0,"Subject","None",NA
696,"Ash","Nan",0,"Weak","no","NonPhys","1","Other","s",NA,"Female",NA,0,"Subject","None",NA
697,"Ash","Ken",1,"Strong","no","NonPhys","9","Other","l",32,"Male","31,0",0,"Partner","Partner",NA
698,"Ash","Cha",0,"Average","no","NonPhys","3","Other","s",NA,"Female",NA,0,"Subject","None",NA
699,"Mary","Dan",0,"Average","yes","NonPhys","19","Other","l",NA,"Male",NA,0,"Partner","None",NA
700,"Mary","Ron",0,"Average","no","NonPhys","7","Other","l",NA,"Male",NA,0,"Partner","None",NA
701,"Mary","Mat",1,"Strong","yes","NonPhys","1","Other","l",79,"Male","7,0",0,"Partner","Partner",NA
702,"Bet","Pau",1,"Average","no","NonPhys","3","Other","m",8,"Female","5,0",0,"Subject","Partner",NA
703,"Marg","Wil",0,"Average","no","NonPhys","5","Sex","m",NA,"Female",NA,1,"Partner","None",70
704,"Marg","Wil",0,"Average","no","NonPhys","1","Sex","m",NA,"Female",NA,0,"Partner","None",NA
705,"Mary","Lin",0,"Average","n","NonPhys","2","Other","m",NA,"Female",NA,0,"Partner","None",NA
706,"Lis","Josh",1,"Average","yes","NonPhys","1","Other","l",1,"Male","224,0",0,"Partner","Subject",NA
707,"Lis","Joh",0,"Strong","no","NonPhys","1","Sex","m",NA,"Female",NA,0,"Subject","None",NA
708,"Emi","Wil",0,"Average","no","NonPhys","1","Other","s",NA,"Female",NA,0,"Partner","None",NA
709,"Marg","Kev",0,"Weak","no","NonPhys","3","Sex","l",NA,"Male",NA,0,"Partner","None",NA
710,"Eli","Chr",0,"Average","no","NonPhys","5","Other","s",NA,"Female",NA,0,"Partner","None",NA
711,"Eli","Chr",0,"Average","no","NonPhys","1","Other","s",NA,"Female",NA,0,"Partner","None",NA
712,"Eli","Mel",0,"Average","no","NonPhys","1","Other","l",NA,"Female",NA,0,"Subject","None",NA
713,"Bet","Kev",1,"Average","no","NonPhys","6","Other","l",1,"Male","2,0",0,"Partner","Subject",NA
714,"Bet","Mark",0,"Strong","no","NonPhys","2","Other","l",NA,"Male",NA,0,"beide","None",NA
715,"Ash","Sus",0,"Weak","no","NonPhys","1","Other","l",NA,"Female",NA,0,"Partner","None",NA
716,"Mary","Dav",0,"Average","yes","NonPhys","16","Sex","m",NA,"Female",NA,0,"Subject","None",NA
717,"Mary","Ama",1,"Weak","no","NonPhys","6","Other","l",1,"Male","246,0",1,"Subject","Subject",250
718,"Mary","Ama",1,"Weak","no","NonPhys","2","Other","l",4,"Male","298,0",0,"Partner","Subject",NA
719,"Marg","Mark",1,"Average","no","NonPhys","1","Other","l",29,"Male","27,0",0,"Partner","Subject",NA
720,"Marg","Wil",1,"Average","no","NonPhys","2","Sex","m",445,"Female","335,0",0,"Partner","Partner",NA
721,"Mary","Sar",1,"Strong","yes","NonPhys","8","Other","l",20,"Male","31,0",0,"Partner","Subject",NA
722,"Mary","Lin",0,"Average","no","NonPhys","1","Sex","m",NA,"Female",NA,0,"Subject","None",NA
723,"Deb","Ama",1,"Average","no","NonPhys","2","Other","l",238,"Male","320,0",0,"Partner","Subject",NA
724,"Mary","Stev",0,"Strong","no","Physical","57","Other","l",NA,"Male",NA,0,"Partner","None",NA
725,"Mary","Sar",1,"Strong","yes","Physical","1","Other","l",5,"Male","6,0",0,"Partner","Subject",NA
726,"Lis","Tim",0,"Weak","no","NonPhys","5","Other","l",NA,"Female",NA,0,"Subject","None",NA
727,"Lis","Car",0,"Average","no","NonPhys","5","Other","s",NA,"Female",NA,0,"Partner","None",NA
728,"Lis","Dan",0,"Average","no","NonPhys","1","Other","l",NA,"Male",NA,0,"Partner","None",NA
729,"Marg","Cha",0,"Weak","no","Physical","49","Other","l",NA,"Female",NA,0,"Subject","None",NA
730,"Marg","Rob",1,"Average","no","NonPhys","2","Other","l",1,"Female","3,0",0,"Partner","Partner",NA
731,"Deb","Tim",1,"Strong","no","NonPhys","7","Other","l",2,"Female","1,0",0,"Subject","beide",NA
732,"Deb","Car",0,"Strong","no","NonPhys","1","Other","m",NA,"Female",NA,0,"Partner","None",NA
733,"Deb","Lin",0,"Weak","no","NonPhys","5","Other","s",NA,"Female",NA,0,"Partner","None",NA
734,"Deb","Wil",0,"Weak","no","Physical","40","Other","m",NA,"Female",NA,0,"Subject","None",NA
735,"Deb","Tim",0,"Strong","no","NonPhys","4","Other","l",NA,"Female",NA,0,"Subject","None",NA
736,"Emi","Wil",0,"Average","no","NonPhys","21","Other","s",NA,"Female",NA,0,"Partner","None",NA
737,"Emi","Car",0,"Strong","no","NonPhys","17","Other","l",NA,"Female",NA,1,"Partner","None",339
738,"Emi","Car",0,"Strong","no","NonPhys","2","Food","l",NA,NA,NA,0,"Partner","None",NA
739,"Deb","Lin",0,"Weak","no","NonPhys","1","Food","s",NA,"F",NA,0,"Partner","None",NA
740,"Deb","Mic",0,"Weak","no","NonPhys","2","Other","s",NA,"Female",NA,0,"Subject","None",NA
741,"Mary","Ken",1,"Weak","no","NonPhys","1","Other","l",71,"Male","5,0",0,"Partner","beide",NA
742,"Mary","Sar",1,"Strong","yes","Physical","3","Other","l",1,"Male","145,0",0,"Partner","beide",NA
743,"Ash","Ash",0,"Weak","no","NonPhys","2","Sex","l",NA,"Male",NA,0,"Subject","None",NA
744,"Ash","Jen",0,"Weak","no","NonPhys","1","Other","l",NA,"Female",NA,0,"Partner","None",NA
745,"Marg","Dan",0,"Weak","no","NonPhys","27","Other","l",NA,"Male",NA,0,"Partner","None",NA
746,"Ash","And",1,"Strong","yes","NonPhys","2","Other","s",192,"Female","10,0",0,"Partner","Partner",NA
747,"Ash","Cha",0,"Average","no","NonPhys","2","Other","s",NA,NA,NA,0,"Subject","None",NA
748,"Lis","Tim",0,"Weak","no","NonPhys","17","Other","l",NA,"Female",NA,1,"Subject","None",186
749,"Lis","Car",0,"Average","no","NonPhys","1","Other","s",NA,"Female",NA,0,"Partner","None",NA
750,"Lis","Tim",0,"Weak","no","NonPhys","1","Other","l",NA,"Female",NA,0,"Subject","None",NA
751,"Eli","Car",0,"Weak","no","NonPhys","1","Other","m",NA,"F",NA,0,"Partner","None",NA
752,"Marg","Joh",0,"Strong","no","NonPhys","3","Sex","m",NA,"Female",NA,0,"Partner","None",NA
753,"Bet","Mat",0,"Weak","no","NonPhys","63","Other","l",NA,"Male",NA,0,"Partner","None",NA
